"key","label_ko","status","molecules","source","scope_or_reason"
"Sweet|Vanilla|Custard","커스터드","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Vanilla|Cream","크림","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Molasses|Maple Syrup","메이플시럽","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Molasses|Molasses","당밀","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Molasses|Black Treacle","블랙트리클","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Molasses|Golden Syrup","골든시럽","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Molasses|Palm Sugar","야자설탕","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Confectionery|Rock Sugar","돌설탕","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Confectionery|Condensed Milk","연유","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Confectionery|White Chocolate","화이트초콜릿","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Confectionery|Marshmallow","마시멜로","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Confectionery|Cotton Candy","솜사탕","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Confectionery|Maple Candy","메이플캔디","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sweet|Confectionery|Caramel Fudge","캐러멜 퍼지","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|General Flowers|Flower","꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|White Flowers|White Flower","흰꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|White Flowers|Jasmine","자스민","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|White Flowers|Orange Blossom","오렌지꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|White Flowers|Elderflower","엘더플라워","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|White Flowers|Magnolia","목련","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|White Flowers|Lily","백합","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|White Flowers|Gardenia","치자꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|White Flowers|Coffee Blossom","커피꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Rose","장미","identified","2-Phenylethanol; Citronellol; Geraniol","https://doi.org/10.1016/j.jfda.2016.02.013","추출물에 한정된 주요 성분 예시입니다. 장미 색상·품종별 보편적인 상위 3종을 뜻하지 않습니다."
"Floral|Colored Flowers|Red Rose","빨간장미","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Pink Rose","핑크장미","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Hibiscus","히비스커스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Lavender","라벤더","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Violet","제비꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Cherry Blossom","벚꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Orchid","난꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Geranium","제라늄","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Freesia","프리지아","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Peony","모란","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Lotus","연꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Lilac","라일락","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Iris","아이리스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Wisteria","등나무꽃","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Colored Flowers|Daffodil","수선화","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Herbal Flowers|Chamomile","카모마일","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Herbal Flowers|Honeysuckle","인동덩굴","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Floral|Herbal Flowers|Osmanthus","계수나무","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Almond","아몬드","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Sweet Almond","단아몬드","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Bitter Almond","쓴아몬드","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Hazelnut","헤이즐넛","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Roasted Hazelnut","구운 헤이즐넛","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Walnut","호두","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Black Walnut","검은호두","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Pecan","피칸","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Macadamia","마카다미아","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Cashew","캐슈넛","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Pistachio","피스타치오","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Brazilian Nut","브라질너트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Chestnut","밤","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Pine Nut","잣","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Tree Nuts|Pili Nut","필리넛","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Other Nuts|Peanut","땅콩","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Other Nuts|Roasted Peanut","구운땅콩","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Other Nuts|Coconut","코코넛","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|Dark Chocolate","다크초콜릿","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|70% Dark Chocolate","70% 다크초콜릿","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|85% Dark Chocolate","85% 다크초콜릿","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|Cocoa","코코아","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|Raw Cocoa","로우 코코아","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|Milk Chocolate","밀크초콜릿","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|Bittersweet Chocolate","쌉싸름한 초콜릿","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|White Chocolate","화이트 초콜릿","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|Mocha","모카","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|Cacao Nibs","카카오닙스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|Cocoa Butter","코코아 버터","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Nutty/Cocoa|Cocoa|Chocolate Liquor","초콜릿 리쿼","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Warm Spices|Cinnamon","시나몬","identified","trans-Cinnamaldehyde","https://doi.org/10.1016/j.foodres.2024.115446","식용유 추출물 연구 범위이며 모든 시나몬 제품의 조성 또는 함량 비율을 뜻하지 않습니다."
"Spices|Warm Spices|Ceylon Cinnamon","실론 시나몬","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Warm Spices|Cassia","카시아","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Warm Spices|Clove","정향","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Warm Spices|Cardamom","카다몬","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Warm Spices|Green Cardamom","그린 카다몬","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Warm Spices|Black Cardamom","블랙 카다몬","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Warm Spices|Allspice","올스파이스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Warm Spices|Nutmeg","육두구","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Warm Spices|Mace","메이스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Hot Spices|Black Pepper","흑후추","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Hot Spices|White Pepper","백후추","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Hot Spices|Pink Pepper","핑크페퍼","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Hot Spices|Cayenne","카이엔 페퍼","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Hot Spices|Chili","칠리","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Ginger","생강","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Fresh Ginger","신선한 생강","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Dried Ginger","말린 생강","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Star Anise","팔각","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Anise","아니스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Fennel","회향","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Licorice","감초","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Cumin","쿠민","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Coriander","고수","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Coriander Seed","코리앤더 씨앗","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Turmeric","강황","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Saffron","사프란","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Juniper Berries","주니퍼베리","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Fenugreek","페뉴그릭","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Aromatic Spices|Galangal","갈랑갈","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Spices|Hot Spices|Sichuan Pepper","화자오","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Black Tea|Earl Grey","얼그레이","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Black Tea|English Breakfast","잉글리시 브렉퍼스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Black Tea|Darjeeling","다즐링","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Black Tea|Assam","아삼","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Black Tea|Ceylon","실론","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Black Tea|Keemun","기문","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Black Tea|Lapsang Souchong","라프상 소우총","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Black Tea|Masala Chai","마살라차이","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Green Tea|Matcha","말차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Green Tea|Sencha","센차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Green Tea|Gyokuro","교쿠로","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Green Tea|Longjing","룽징","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Green Tea|Jasmine Green Tea","자스민 녹차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Oolong|Oolong","우롱","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Oolong|Ti Kuan Yin","철관음","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Oolong|Da Hong Pao","대홍포","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Oolong|Milk Oolong","밀크우롱","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|White Tea|Silver Needle","은침차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|White Tea|White Peony","백모단","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Herbal Tea|Chamomile","카모마일","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Herbal Tea|Peppermint","페퍼민트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Herbal Tea|Rooibos","루이보스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Herbal Tea|Hibiscus Tea","히비스커스차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
